SELECT table_name, column_name, data_type
FROM information_schema.columns
WHERE table_schema = 'public'
ORDER BY table_name, ordinal_position;

| table_name                    | column_name                 | data_type                   |
| schedule_doses                | min_interval_days           | integer                     |
| schedule_doses                | max_interval_days           | integer                     |
| schedule_doses                | min_interval_other_vax      | integer                     |
| schedule_doses                | notes                       | text                        |
| schedule_doses                | created_at                  | timestamp with time zone    |
| schedule_doses                | updated_at                  | timestamp with time zone    |
| schedule_doses                | created_by                  | bigint                      |
| schedule_doses                | updated_by                  | bigint                      |
| schedule_doses                | is_deleted                  | boolean                     |
| schedule_doses                | deleted_at                  | timestamp with time zone    |
| schedule_doses                | deleted_by                  | bigint                      |
| schedule_doses                | requires_previous           | boolean                     |
| schedule_doses                | skippable                   | boolean                     |
| schedule_doses                | grace_period_days           | integer                     |
| schedule_doses                | absolute_latest_days        | integer                     |
| schedule_master               | id                          | bigint                      |
| schedule_master               | vaccine_id                  | bigint                      |
| schedule_master               | total_doses                 | integer                     |
| schedule_master               | concurrent_allowed          | boolean                     |
| schedule_master               | created_at                  | timestamp with time zone    |
| schedule_master               | updated_at                  | timestamp with time zone    |
| schedule_master               | created_by                  | bigint                      |
| schedule_master               | updated_by                  | bigint                      |
| schedule_master               | is_deleted                  | boolean                     |
| schedule_master               | deleted_at                  | timestamp with time zone    |
| schedule_master               | deleted_by                  | bigint                      |
| schedule_master               | code                        | text                        |
| schedule_master               | name                        | text                        |
| schedule_master               | min_age_days                | integer                     |
| schedule_master               | max_age_days                | integer                     |
| schedule_master               | catchup_strategy            | text                        |
| schedule_master               | notes                       | text                        |
| tcl_view                      | patient_id                  | bigint                      |
| tcl_view                      | patient_name                | text                        |
| tcl_view                      | sex                         | character varying           |
| tcl_view                      | date_of_birth               | date                        |
| tcl_view                      | age_months                  | integer                     |
| tcl_view                      | age_days                    | integer                     |
| tcl_view                      | barangay                    | character varying           |
| tcl_view                      | health_center               | character varying           |
| tcl_view                      | guardian_name               | text                        |
| tcl_view                      | guardian_contact            | character varying           |
| tcl_view                      | latest_visit_date           | date                        |
| tcl_view                      | immunization_status         | json                        |
| tcl_view                      | vitamina_status             | text                        |
| tcl_view                      | deworming_status            | text                        |
| tcl_view                      | tags                        | character varying           |
| timestamp_normalization_audit | table_name                  | text                        |
| timestamp_normalization_audit | normalized_at               | timestamp with time zone    |
| timestamp_normalization_audit | notes                       | text                        |
| user_mapping                  | uuid                        | uuid                        |
| user_mapping                  | user_id                     | bigint                      |
| users                         | user_id                     | bigint                      |
| users                         | role                        | character varying           |
| users                         | surname                     | character varying           |
| users                         | firstname                   | character varying           |
| users                         | middlename                  | character varying           |
| users                         | sex                         | character varying           |
| users                         | birthdate                   | date                        |
| users                         | address                     | text                        |
| users                         | contact_number              | character varying           |
| users                         | email                       | character varying           |
| users                         | username                    | character varying           |
| users                         | employee_id                 | character varying           |
| users                         | professional_license_no     | character varying           |
| users                         | date_registered             | timestamp without time zone |
| users                         | last_login                  | timestamp without time zone |
| users                         | is_deleted                  | boolean                     |
| users                         | deleted_at                  | timestamp without time zone |
| users                         | deleted_by                  | bigint                      |
| users                         | user_status                 | USER-DEFINED                |
| users                         | created_at                  | timestamp with time zone    |
| users                         | created_by                  | bigint                      |
| users                         | updated_at                  | timestamp with time zone    |
| users                         | updated_by                  | bigint                      |
| users                         | full_name                   | text                        |
| users_history                 | history_id                  | bigint                      |
| users_history                 | user_id                     | bigint                      |
| users_history                 | version_no                  | integer                     |
| users_history                 | changed_at                  | timestamp with time zone    |
| users_history                 | changed_by                  | bigint                      |
| users_history                 | changed_fields              | jsonb                       |
