SELECT table_name, column_name, data_type
FROM information_schema.columns
WHERE table_schema = 'public'
ORDER BY table_name, ordinal_position;


| table_name                    | column_name                         | data_type                   |
| patients_view                 | full_name                           | text                        |
| patients_view                 | birthhistory_id                     | bigint                      |
| patients_view                 | birth_weight                        | numeric                     |
| patients_view                 | birth_length                        | numeric                     |
| patients_view                 | place_of_birth                      | character varying           |
| patients_view                 | address_at_birth                    | text                        |
| patients_view                 | time_of_birth                       | time without time zone      |
| patients_view                 | attendant_at_birth                  | character varying           |
| patients_view                 | type_of_delivery                    | character varying           |
| patients_view                 | ballards_score                      | integer                     |
| patients_view                 | hearing_test_date                   | date                        |
| patients_view                 | newborn_screening_date              | date                        |
| patients_view                 | newborn_screening_result            | character varying           |
| patientschedule               | patient_schedule_id                 | bigint                      |
| patientschedule               | patient_id                          | bigint                      |
| patientschedule               | vaccine_id                          | bigint                      |
| patientschedule               | dose_number                         | integer                     |
| patientschedule               | scheduled_date                      | date                        |
| patientschedule               | eligible_date                       | date                        |
| patientschedule               | actual_date                         | date                        |
| patientschedule               | status                              | character varying           |
| patientschedule               | updated_by                          | bigint                      |
| patientschedule               | updated_at                          | timestamp without time zone |
| patientschedule               | is_deleted                          | boolean                     |
| patientschedule               | deleted_at                          | timestamp without time zone |
| patientschedule               | deleted_by                          | bigint                      |
| patientschedule               | created_at                          | timestamp with time zone    |
| patientschedule               | created_by                          | bigint                      |
| patientschedule_history       | history_id                          | bigint                      |
| patientschedule_history       | patient_schedule_id                 | bigint                      |
| patientschedule_history       | version_no                          | integer                     |
| patientschedule_history       | changed_at                          | timestamp with time zone    |
| patientschedule_history       | changed_by                          | bigint                      |
| patientschedule_history       | changed_fields                      | jsonb                       |
| patientschedule_history       | snapshot                            | jsonb                       |
| patientschedule_view          | patient_schedule_id                 | bigint                      |
| patientschedule_view          | patient_id                          | bigint                      |
| patientschedule_view          | patient_name                        | text                        |
| patientschedule_view          | vaccine_id                          | bigint                      |
| patientschedule_view          | antigen_name                        | character varying           |
| patientschedule_view          | category                            | USER-DEFINED                |
| patientschedule_view          | dose_number                         | integer                     |
| patientschedule_view          | scheduled_date                      | date                        |
| patientschedule_view          | eligible_date                       | date                        |
| patientschedule_view          | actual_date                         | date                        |
| patientschedule_view          | status                              | character varying           |
| patientschedule_view          | days_overdue                        | integer                     |
| patientschedule_view          | created_at                          | timestamp with time zone    |
| patientschedule_view          | updated_at                          | timestamp without time zone |
| patientschedule_view          | created_by                          | bigint                      |
